Library_ID,pop_id,Record_ID,CONTINENT,REGION,WHO_region,ISO_CTRY,ADM0,ADM0_ID,ADM1,ADM1_ID,ADM2,ADM2_ID,TypeSite,Site_name,Precision,Latitude,Longitude,PoT,Coverage,Trial,TimePeriod,Year_start,Year_end,N_rounds,Method_0,LF_species,Sex,Age_Range,Age_start,Age_end,Author,Source,Year,Approval,Reference,Blood_volu_Any_clinic,Blood_volu_Blood_smear,Blood_volu_Brugia_Rapid,Blood_volu_Chamber,Blood_volu_ELISA,Blood_volu_Filtration,Blood_volu_Hydrocele,Blood_volu_ICT,Blood_volu_IFI,Blood_volu_Knott,Blood_volu_Lymphedema,Blood_volu_New_rapid_test,Blood_volu_PCR,prev_Any_clinic,prev_Blood_smear,prev_Brugia_Rapid,prev_Chamber,prev_ELISA,prev_Filtration,prev_Hydrocele,prev_ICT,prev_IFI,prev_Knott,prev_Lymphedema,prev_New_rapid_test,prev_PCR,density_Any_clinic,density_Blood_smear,density_Brugia_Rapid,density_Chamber,density_ELISA,density_Filtration,density_Hydrocele,density_ICT,density_IFI,density_Knott,density_Lymphedema,density_New_rapid_test,density_PCR,pop_Any_clinic,pop_Blood_smear,pop_Brugia_Rapid,pop_Chamber,pop_ELISA,pop_Filtration,pop_Hydrocele,pop_ICT,pop_IFI,pop_Knott,pop_Lymphedema,pop_New_rapid_test,pop_PCR,np_Any_clinic,np_Blood_smear,np_Brugia_Rapid,np_Chamber,np_ELISA,np_Filtration,np_Hydrocele,np_ICT,np_IFI,np_Knott,np_Lymphedema,np_New_rapid_test,np_PCR,diagnostics,num_diagnostics,specificity,Comments,ICT_test,unextracted_data,Blood_volu_Others,prev_Others,density_Others,pop_Others,np_Others,object_ids
MWI0005LF,8716,LF10413MW,Africa,Eastern Africa,AFRO/EMRO,MW,Malawi,152,Southern Region,1890,Nsanje,19328,Location,Chazuka,1,-16.84261,35.25259,Postintervention,Country,No,2010-on,2014,2014,5,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,5,99,Malawi Ministry of Health,Report,2016,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; MWI0009_LF2016,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.057,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + year + MDA round + Pre/Post Intervention,,,NA,NA,NA,NA,NA,NA,NA
MWI0005LF,8717,LF10414MW,Africa,Eastern Africa,AFRO/EMRO,MW,Malawi,152,Southern Region,1890,Nsanje,19328,Location,Nchacha18,1,-16.63617,35.17126,Postintervention,Country,No,2010-on,2014,2014,5,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,5,99,Malawi Ministry of Health,Report,2016,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; MWI0009_LF2016,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.023,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + year + MDA round + Pre/Post Intervention,,,NA,NA,NA,NA,NA,NA,NA
MWI0005LF,8718,LF10415MW,Africa,Eastern Africa,AFRO/EMRO,MW,Malawi,152,Southern Region,1890,Nsanje,19328,Location,Gamba,1,-16.5811,35.14076,Postintervention,Country,No,2010-on,2014,2014,5,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,5,99,Malawi Ministry of Health,Report,2016,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; MWI0009_LF2016,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.047,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + year + MDA round + Pre/Post Intervention,,,NA,NA,NA,NA,NA,NA,NA
MWI0005LF,8720,LF10417MW,Africa,Eastern Africa,AFRO/EMRO,MW,Malawi,152,Southern Region,1890,Mulanje,42176,Location,Gawani,1,-15.981,35.783,Postintervention,Country,No,2010-on,2014,2014,6,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,5,99,Malawi Ministry of Health,Report,2016,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; MWI0009_LF2016,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + year + MDA round + Pre/Post Intervention,,,NA,NA,NA,NA,NA,NA,NA
NCL0002LF,5952,LF7267NC,Oceania,Western Pacific,WPRO,NC,New Caledonia,178,Administrative unit not available,2170,Administrative unit not available,22378,Island,Ouvea Island,1,-20.652201,166.561905,Preintervention,No,No,1990-2000,1997,1997,0,Mapping survey,Wuchereria bancrofti,Both,Adults,0,0,WHO,Report,2005,Yes,Global Programme to Eliminate Lymphatic Filariasis. Annual Report on Lymphatic Filariasis 2003,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.036,NA,NA,NA,NA,NA,0.325,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,382,NA,NA,NA,NA,NA,382,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + year + Pre/Post Intervention,,,NA,NA,NA,NA,NA,NA,NA
NER0004LF,1838,LF3076NE,Africa,Western Africa,AFRO/EMRO,NE,Niger,181,Maradi,2205,Madarounfa,22565,Location,Inkour??gaou,1,13.103386,7.041147,Preintervention,No,No,2000-2010,2008,2008,0,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Niger Ministry of Health,Report,2008,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NER0008_LF2008,0,60,NA,NA,NA,NA,0,100,NA,NA,NA,NA,NA,0,0.014,NA,NA,NA,NA,0,0.26,NA,NA,NA,NA,NA,0,6.43,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,485,NA,NA,NA,NA,0,50,NA,NA,NA,NA,NA,30,7,NA,NA,NA,NA,30,13,NA,NA,NA,NA,NA,Blood_smear + ICT + Hydrocele + Any_clinic,4,location,,NA,NA,NA,NA,NA,NA,NA,4587 + 4588 + 4589 + 4590
NER0004LF,1839,LF3083NE,Africa,Western Africa,AFRO/EMRO,NE,Niger,181,Maradi,2205,Aguil??,22562,Location,Saja Manja,2,13.343894,7.812979,Preintervention,No,No,2000-2010,2008,2008,0,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Niger Ministry of Health,Report,2008,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NER0008_LF2008,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,499,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location,,NA,NA,NA,NA,NA,NA,NA,4591 + 4592
NER0005LF,1837,LF3075NE,Africa,Western Africa,AFRO/EMRO,NE,Niger,181,Tahoua,2207,Illela,22573,Location,Badaguichiri,1,14.524444,5.3675,Postintervention,Country,No,2000-2010,2009,2009,1,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Niger Ministry of Health,Report,2009,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NER0009_LF2009,0,60,NA,NA,NA,NA,0,100,NA,NA,NA,NA,NA,0,0.002,NA,NA,NA,NA,0,0.17,NA,NA,NA,NA,NA,0,3.4,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,510,NA,NA,NA,NA,0,100,NA,NA,NA,NA,NA,67,1,NA,NA,NA,NA,67,17,NA,NA,NA,NA,NA,Blood_smear + ICT + Hydrocele + Any_clinic,4,location,,NA,NA,NA,NA,NA,NA,NA,4583 + 4584 + 4585 + 4586
NER0005LF,1841,LF3085NE,Africa,Western Africa,AFRO/EMRO,NE,Niger,181,Tillab??ri,2208,Say,22581,Location,Tamou,1,12.75,2.1833,Postintervention,Country,No,2000-2010,2009,2009,1,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Niger Ministry of Health,Report,2009,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NER0009_LF2009,0,60,NA,NA,NA,NA,0,100,NA,NA,NA,NA,NA,0,0.004,NA,NA,NA,NA,0,0.52,NA,NA,NA,NA,NA,0,4.5,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,565,NA,NA,NA,NA,0,50,NA,NA,NA,NA,NA,15,2,NA,NA,NA,NA,15,26,NA,NA,NA,NA,NA,Blood_smear + ICT + Hydrocele + Any_clinic,4,location,,NA,NA,NA,NA,NA,NA,NA,4594 + 4595 + 4596 + 4597
NGA0012LF,2720,LF3144NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Nasarawa,65705,Akwanga,0,Location,Gbuwhen,2,7.3115,8.6393,Postintervention,Country,No,2000-2010,2004,2004,3,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Nigeria Ministry of Health,Report,2004,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NGA0004_LF2004,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.018,NA,NA,NA,NA,NA,0.052,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,446,NA,NA,NA,NA,NA,446,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location + year + MDA round + Pre/Post Intervention,,,NA,NA,NA,NA,NA,NA,NA
NGA0012LF,2723,LF3150NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Nasarawa,65705,Awe,0,Location,Akwete,1,8.08558,9.20002,Postintervention,Country,No,2000-2010,2004,2004,2,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Nigeria Ministry of Health,Report,2004,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NGA0004_LF2004,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.014,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location + year + MDA round + Pre/Post Intervention,,,NA,NA,NA,NA,NA,NA,NA
NGA0012LF,2728,LF3155NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Nasarawa,65705,Awe,0,Location,Azara,1,8.3622,9.24682,Postintervention,Country,No,2000-2010,2004,2004,2,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Nigeria Ministry of Health,Report,2004,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NGA0004_LF2004,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location + year + MDA round + Pre/Post Intervention,,,NA,NA,NA,NA,NA,NA,NA
NGA0012LF,2747,LF3203NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Plateau,65707,Jos North,0,Location,Babale,1,11.121331,7.269637,Postintervention,Country,No,2000-2010,2004,2004,2,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Nigeria Ministry of Health,Report,2004,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NGA0004_LF2004,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.018,NA,NA,NA,NA,NA,0.018,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location + year + MDA round + Pre/Post Intervention,,,NA,NA,NA,NA,NA,NA,NA
NGA0012LF,2757,LF3219NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Plateau,65707,Kanke,0,Location,Seri,1,9.24,9.42,Postintervention,Country,No,2000-2010,2004,2004,4,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Nigeria Ministry of Health,Report,2004,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NGA0004_LF2004,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.017,NA,NA,NA,NA,NA,0.222,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,477,NA,NA,NA,NA,NA,477,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location + year + MDA round + Pre/Post Intervention,,,NA,NA,NA,NA,NA,NA,NA
NGA0012LF,2768,LF3256NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Plateau,65707,Pankshin,0,Location,Lankan,1,9.3,9.3333,Postintervention,Country,No,2000-2010,2004,2004,4,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Nigeria Ministry of Health,Report,2004,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NGA0004_LF2004,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.074,NA,NA,NA,NA,NA,0.236,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,365,NA,NA,NA,NA,NA,365,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location + year + MDA round + Pre/Post Intervention,,,NA,NA,NA,NA,NA,NA,NA
NGA0012LF,2772,LF3261NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Plateau,65707,Quan-Pan,0,Location,Piapung,2,9.033333,9.516667,Preintervention,No,No,2000-2010,2002,2002,0,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Nigeria Ministry of Health,Report,2004,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NGA0004_LF2004,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.127,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,403,NA,NA,NA,NA,NA,403,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location + year + MDA round + Pre/Post Intervention,,,NA,NA,NA,NA,NA,NA,NA
NGA0012LF,2776,LF3269NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Plateau,65707,Shendam,0,Location,Dokan Tofa,1,9.088401,9.325835,Preintervention,No,No,2000-2010,2002,2002,0,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Nigeria Ministry of Health,Report,2004,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NGA0004_LF2004,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.074,NA,NA,NA,NA,NA,0.229,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,419,NA,NA,NA,NA,NA,419,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location + year + MDA round + Pre/Post Intervention,,,NA,NA,NA,NA,NA,NA,NA
NGA0012LF,2783,LF3281NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Nasarawa,65705,Wamba,0,Location,Maiganaga,1,9,8.55,Postintervention,Country,No,2000-2010,2004,2004,4,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Nigeria Ministry of Health,Report,2004,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NGA0004_LF2004,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.053,NA,NA,NA,NA,NA,0.153,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,286,NA,NA,NA,NA,NA,286,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location + year + MDA round + Pre/Post Intervention,,,NA,NA,NA,NA,NA,NA,NA
NGA0014LF,2717,LF3141NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Nasarawa,65705,Akwanga,0,Location,Gbuwhen,2,7.3115,8.6393,Postintervention,Country,No,2000-2010,2006,2006,5,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Nigeria Ministry of Health,Report,2006,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NGA0007_LF2006,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,183,NA,NA,NA,NA,NA,183,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + MDA round,,,NA,NA,NA,NA,NA,NA,NA
NGA0014LF,2724,LF3151NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Nasarawa,65705,Awe,0,Location,Akwete,1,8.08558,9.20002,Postintervention,Country,No,2000-2010,2006,2006,4,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Nigeria Ministry of Health,Report,2006,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NGA0007_LF2006,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + MDA round,,,NA,NA,NA,NA,NA,NA,NA
NGA0014LF,2729,LF3156NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Nasarawa,65705,Awe,0,Location,Azara,1,8.3622,9.24682,Postintervention,Country,No,2000-2010,2006,2006,4,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Nigeria Ministry of Health,Report,2006,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NGA0007_LF2006,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,151,NA,NA,NA,NA,NA,151,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + MDA round,,,NA,NA,NA,NA,NA,NA,NA
NGA0014LF,2748,LF3204NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Plateau,65707,Jos North,0,Location,Babale,1,11.121331,7.269637,Postintervention,Country,No,2000-2010,2006,2006,4,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Nigeria Ministry of Health,Report,2006,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NGA0007_LF2006,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + MDA round,,,NA,NA,NA,NA,NA,NA,NA
NGA0014LF,2758,LF3220NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Plateau,65707,Kanke,0,Location,Seri,1,9.24,9.42,Postintervention,Country,No,2000-2010,2006,2006,6,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Nigeria Ministry of Health,Report,2006,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NGA0007_LF2006,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.013,NA,NA,NA,NA,NA,0.013,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,157,NA,NA,NA,NA,NA,157,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + MDA round,,,NA,NA,NA,NA,NA,NA,NA
NGA0014LF,2770,LF3258NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Plateau,65707,Pankshin,0,Location,Lankan,1,9.3,9.3333,Postintervention,Country,No,2000-2010,2006,2006,6,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Nigeria Ministry of Health,Report,2006,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NGA0007_LF2006,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + MDA round,,,NA,NA,NA,NA,NA,NA,NA
NGA0014LF,2773,LF3262NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Plateau,65707,Quan-Pan,0,Location,Piapung,2,9.033333,9.516667,Postintervention,Country,No,2000-2010,2006,2006,4,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Nigeria Ministry of Health,Report,2006,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NGA0007_LF2006,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.037,NA,NA,NA,NA,NA,0.037,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + MDA round,,,NA,NA,NA,NA,NA,NA,NA
NGA0014LF,2780,LF3273NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Plateau,65707,Shendam,0,Location,Dokan Tofa,1,9.088401,9.325835,Postintervention,Country,No,2000-2010,2006,2006,3,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Nigeria Ministry of Health,Report,2006,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NGA0007_LF2006,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + MDA round,,,NA,NA,NA,NA,NA,NA,NA
NGA0014LF,2784,LF3282NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Nasarawa,65705,Wamba,0,Location,Maiganga,1,9,8.55,Postintervention,Country,No,2000-2010,2006,2006,6,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Nigeria Ministry of Health,Report,2006,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NGA0007_LF2006,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.056,NA,NA,NA,NA,NA,0.056,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + MDA round,,,NA,NA,NA,NA,NA,NA,NA
NGA0016LF,2719,LF3143NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Nasarawa,65705,Akwanga,0,Location,Gbuwhen,2,7.3115,8.6393,Postintervention,Country,No,2000-2010,2008,2008,9,SS/Spot,Wuchereria bancrofti,Both,Unknown,0,0,Nigeria Ministry of Health,Report,2008,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NGA0013_LF2008,0,60,NA,NA,NA,NA,0,100,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,127,127,NA,NA,NA,NA,0,127,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,Blood_smear + ICT + Hydrocele + Lymphedema + Any_clinic,5,location + MDA round,,,NA,NA,NA,NA,NA,NA,NA
NGA0016LF,2725,LF3152NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Nasarawa,65705,Awe,0,Location,Akwete,1,8.08558,9.20002,Postintervention,Country,No,2000-2010,2008,2008,6,SS/Spot,Wuchereria bancrofti,Both,Unknown,0,0,Nigeria Ministry of Health,Report,2008,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; NGA0013_LF2008,0,60,NA,NA,NA,NA,0,100,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0.067,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,45,45,NA,NA,NA,NA,0,45,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,3,NA,NA,0,NA,NA,Blood_smear + ICT + Hydrocele + Lymphedema + Any_clinic,5,location + MDA round,,,NA,NA,NA,NA,NA,NA,NA
