specificity,file_path,row_num,row_id,field_citation,field_iso3,parent_id,input_type,modelable_entity_id,modelable_entity_name,underlying_nid,underlying_field_citation_value,page_num,table_num,source_type,location_name,location_name_2,location_id_2,location flag,location_id,ihme_loc_id,smaller_site_unit,site_memo,representative_name,urbanicity_type,recall_type,recall_type_value,sampling_type,lat,long,latlong_source+S:Z,location type,geo_accuracy,geo_precision,shape_type,poly_type,buffer_radius,poly_reference,poly_id,poly_id_field_name,site_notes,sex,sex_issue,year_start,month_start,year_end,month_end,year_accuracy,year_issue,age_start,age_end,age_issue,age_demographer,measure,range_only,range_lower,range_upper,mean,lower,upper,standard_error,effective_sample_size,cases,sample_size,mf_density_pos,mf_density_tot,density issue,density notes,design_effect,unit_type,unit_value_as_published,measure_issue,measure_adjustment,uncertainty_type,uncertainty_type_value,response_rate,case_name,case_definition,case_diagnostics,filarial species,vector Culex,vector Anopheles,vector Aedes,vector Mansonia,dominant vector,group,unique,group_review,note_modeler,note_SR,Exclude,extractor,is_outlier,data_sheet_filepath,cv_TxNum,cv_TxPerc,COMMENTS,cv_MDAbase,cv_MDAend,cv_MDAschool,n_rounds,cv_SS,cv_spotcheck,cv_LQAS,cv_mapping_survey,cv_ICT,cv_blood_smear,cv_filter,cv_Og4C3,cv_oth_diag,cv_vector control,cv_OtherIntervention1,cv_OtherIntervention2,InterventionType,cv_Slum,CityName,cv_Pregnant,cv_Indigenous,GroupName,cv_DxType,cv_NumStools,cv_DxConcentration,loc_id,title,nid,diag_BS,diag_ICT,diag_ELISA_Ab,diag_ELISA_Ag,diag_other,V2,Comments_KK
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3319,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Vituhu, Talasea District, West New Britain Province",Representative for subnational location only,unknown,Point,NA,,NA,NA,,village,0,1,polygon,,NA,J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp,27292,OBJECTID,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.2,NA,NA,NA,NA,NA,386,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenaemia,CFA in blood,Og4C3 detected by ELISA,Wuchereria bancrofti,NA,NA,NA,NA,,578,578.2,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,NA,NA,0,1,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3320,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Kerawera Is, Kokopo District, East New Britain Province",Representative for subnational location only,unknown,Point,NA,,-4.243296,152.415622,,Island,0,0,point,,NA,,NA,,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.21,NA,NA,NA,NA,NA,80,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 60 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,579,579,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,1,NA,0,NA,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3321,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Kerawera Is, Kokopo District, East New Britain Province",Representative for subnational location only,unknown,Point,NA,,-4.243296,152.415622,,Island,0,0,point,,NA,,NA,,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.36,NA,NA,NA,NA,NA,363,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenaemia,CFA in blood,positive ICT test,Wuchereria bancrofti,NA,NA,NA,NA,,579,579.1,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,NA,1,0,NA,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3322,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Kerawera Is, Kokopo District, East New Britain Province",Representative for subnational location only,unknown,Point,NA,,-4.243296,152.415622,,Island,0,0,point,,NA,,NA,,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.62,NA,NA,NA,NA,NA,337,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenaemia,CFA in blood,Og4C3 detected by ELISA,Wuchereria bancrofti,NA,NA,NA,NA,,579,579.2,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,NA,NA,0,1,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3323,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Sipai, North  District, Autonomous Region of Bougainville  Province",Representative for subnational location only,unknown,Point,NA,,-5.826172,154.746223,,Village,0,0,point,,NA,,NA,,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.14,NA,NA,NA,NA,NA,44,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 60 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,580,580,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,1,NA,0,NA,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3324,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Sipai, North  District, Autonomous Region of Bougainville  Province",Representative for subnational location only,unknown,Point,NA,,-5.826172,154.746223,,Village,0,0,point,,NA,,NA,,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.29,NA,NA,NA,NA,NA,45,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenaemia,CFA in blood,Og4C3 detected by ELISA,Wuchereria bancrofti,NA,NA,NA,NA,,580,580.1,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,NA,NA,0,1,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3325,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Keakara, North  District, Autonomous Region of Bougainville  Province",Representative for subnational location only,unknown,Point,NA,,-5.9151,154.768,,Village,0,0,point,,NA,,NA,,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.09,NA,NA,NA,NA,NA,137,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 60 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,581,581,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,1,NA,0,NA,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3326,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Keakara, North  District, Autonomous Region of Bougainville  Province",Representative for subnational location only,unknown,Point,NA,,-5.9151,154.768,,Village,0,0,point,,NA,,NA,,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.59,NA,NA,NA,NA,NA,138,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenaemia,CFA in blood,Og4C3 detected by ELISA,Wuchereria bancrofti,NA,NA,NA,NA,,581,581.1,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,NA,NA,0,1,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3327,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Sisiapai, North  District, Autonomous Region of Bougainville  Province",Representative for subnational location only,unknown,Point,NA,,-5.9433,155.15837,,Village,0,0,point,,NA,,NA,,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.33,NA,NA,NA,NA,NA,141,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 60 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,582,582,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,1,NA,0,NA,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3328,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Sisiapai, North  District, Autonomous Region of Bougainville  Province",Representative for subnational location only,unknown,Point,NA,,-5.9433,155.15837,,Village,0,0,point,,NA,,NA,,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.81,NA,NA,NA,NA,NA,148,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenaemia,CFA in blood,Og4C3 detected by ELISA,Wuchereria bancrofti,NA,NA,NA,NA,,582,582.1,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,NA,NA,0,1,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3329,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Rorovana 1, Central  District, Autonomous Region of Bougainville  Province",Representative for subnational location only,unknown,Point,NA,,-6.19137,155.53652,,Village,0,0,point,,NA,,NA,,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0,NA,NA,NA,NA,NA,330,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenaemia,CFA in blood,positive ICT test,Wuchereria bancrofti,NA,NA,NA,NA,,583,583,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,NA,1,0,NA,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3330,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Rorovana 1, Central  District, Autonomous Region of Bougainville  Province",Representative for subnational location only,unknown,Point,NA,,-6.19137,155.53652,,Village,0,0,point,,NA,,NA,,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0,NA,NA,NA,NA,NA,415,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenaemia,CFA in blood,Og4C3 detected by ELISA,Wuchereria bancrofti,NA,NA,NA,NA,,583,583.1,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,NA,NA,0,1,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3331,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Saiho (Awala), Sohe District, Northern (Oro) Province",Representative for subnational location only,unknown,Point,NA,,-8.83333,148.06667,,Village,0,0,point,,NA,,NA,,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0,NA,NA,NA,NA,NA,462,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 60 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,584,584,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,1,NA,0,NA,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3332,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Saiho (Awala), Sohe District, Northern (Oro) Province",Representative for subnational location only,unknown,Point,NA,,-8.83333,148.06667,,Village,0,0,point,,NA,,NA,,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.01,NA,NA,NA,NA,NA,500,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenaemia,CFA in blood,positive ICT test,Wuchereria bancrofti,NA,NA,NA,NA,,584,584.1,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,NA,1,0,NA,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3333,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Saiho (Awala), Sohe District, Northern (Oro) Province",Representative for subnational location only,unknown,Point,NA,,-8.83333,148.06667,,Village,0,0,point,,NA,,NA,,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.01,NA,NA,NA,NA,NA,484,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenaemia,CFA in blood,Og4C3 detected by ELISA,Wuchereria bancrofti,NA,NA,NA,NA,,584,584.2,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,NA,NA,0,1,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3334,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Oro Bay, Ijivitari District, Northern (Oro) Province",Representative for subnational location only,unknown,Point,NA,,-8.880784,148.491074,,Village,0,0,point,,NA,,NA,,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0,NA,NA,NA,NA,NA,402,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 60 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,585,585,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,1,NA,0,NA,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3335,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Oro Bay, Ijivitari District, Northern (Oro) Province",Representative for subnational location only,unknown,Point,NA,,-8.880784,148.491074,,Village,0,0,point,,NA,,NA,,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.03,NA,NA,NA,NA,NA,452,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenaemia,CFA in blood,positive ICT test,Wuchereria bancrofti,NA,NA,NA,NA,,585,585.1,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,NA,1,0,NA,0,6,
