"","diagnostic","row_num","parent_id","input_type","modelable_entity_id","modelable_entity_name","underlying_nid","nid","underlying_field_citation_value","field_citation_value","file_path","page_num","table_num","source_type","location_name","location_name_2","location_id_2","location flag","location_id","ihme_loc_id","smaller_site_unit","site_memo","representative_name","urbanicity_type","recall_type","recall_type_value","sampling_type","lat","long","latlong_source+S:Z","location type","geo_accuracy","geo_precision","shape_type","poly_type","buffer_radius","poly_reference","poly_id","poly_id_field_name","site_notes","sex","sex_issue","year_start","month_start","year_end","month_end","year_accuracy","year_issue","age_start","age_end","age_issue","age_demographer","measure","range_only","range_lower","range_upper","mean","lower","upper","standard_error","effective_sample_size","cases","sample_size","mf_density_pos","mf_density_tot","density issue","density notes","design_effect","unit_type","unit_value_as_published","measure_issue","measure_adjustment","uncertainty_type","uncertainty_type_value","response_rate","case_name","case_definition","case_diagnostics","filarial species","vector Culex","vector Anopheles","vector Aedes","vector Mansonia","dominant vector","group","specificity","unique","group_review","note_modeler","note_SR","Exclude","extractor","is_outlier","data_sheet_filepath","cv_TxNum","cv_TxPerc","COMMENTS","cv_MDAbase","cv_MDAend","cv_MDAschool","n_rounds","cv_SS","cv_spotcheck","cv_LQAS","cv_mapping_survey","cv_ICT","cv_blood_smear","cv_filter","cv_Og4C3","cv_oth_diag","cv_vector control","cv_OtherIntervention1","cv_OtherIntervention2","InterventionType","cv_Slum","CityName","cv_Pregnant","cv_Indigenous","GroupName","cv_DxType","cv_NumStools","cv_DxConcentration","diagnostic_name"
"352",1,"3335","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","","","#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf","J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf","99","3,3","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","","Oro Bay, Ijivitari District, Northern (Oro) Province","Representative for subnational location only","unknown","Point","","","-8.880784","148.491074","","Village","0","0","point","","","","","","","Both","","2006",NA,"2006",NA,"0","","5","99","1","1","prevalence","","","","0.03","","","","","","452","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test","Wuchereria bancrofti",NA,NA,NA,NA,"","585","total","585.1","","","Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.",NA,"cserway","","","","","","1","","","","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"353",1,"3342","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","","","#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf","J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf","99","3,3","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","","Giurisi, Kandrian-Gloucester District, West New Britain Province","Representative for subnational location only","unknown","Point","","","","","","Village","0","1","polygon","","","J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp","27291","OBJECTID","","Both","","2006",NA,"2006",NA,"0","","5","99","1","1","prevalence","","","","0.31","","","","","","94","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test","Wuchereria bancrofti",NA,NA,NA,NA,"","588","total","588.1","","","Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.",NA,"cserway","","","","","","","1","","1","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"354",1,"3360","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","","","#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf","J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf","99","3,3","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","","Kokopo, Kandrian-Gloucester District, West New Britain Province","Representative for subnational location only","unknown","Point","","","-4.343838"," 152.2687599","","Village","0","0","point","","","","","","","Both","","2006",NA,"2006",NA,"0","","5","99","1","1","prevalence","","","","0.07","","","","","","210","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test","Wuchereria bancrofti",NA,NA,NA,NA,"","596","total","596.1","","","Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.",NA,"cserway","","","","","","","1","","1","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"355",1,"3361","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","","","#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf","J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf","99","3,3","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","","Siamatai, Kandrian-Gloucester District, West New Britain Province","Representative for subnational location only","unknown","Point","","","-5.51667"," 148.75","","Village","0","0","point","","","","","","","Both","","2006",NA,"2006",NA,"0","","5","99","1","1","prevalence","","","","0.44","","","","","","121","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test","Wuchereria bancrofti",NA,NA,NA,NA,"","597","total","597.1","","","Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.",NA,"cserway","","","","","","","1","","1","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"356",1,"3646","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136493","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Weil_Impact_Repeated_Rounds_MDA_Diethylcarbamazine_Albendazole_BF_PNG.PDF","3","1","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","1","4 villages, Usino Bundi District, Madang Province","Representative for subnational location only","rural","Point","","","","","","4 villages","0","1","polygon","admin","","J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp","27262","OBJECTID","","Both","0","2003",NA,"2003",NA,"0","","6","10","0","1","prevalence","","","","","","","","","22","120","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","789","age","","","","",NA,"cserway","","","","","","1","","","","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"357",1,"3647","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136493","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Weil_Impact_Repeated_Rounds_MDA_Diethylcarbamazine_Albendazole_BF_PNG.PDF","3","1","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","1","4 villages, Usino Bundi District, Madang Province","Representative for subnational location only","rural","Point","","","","","","4 villages","0","1","polygon","admin","","J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp","27262","OBJECTID","","Both","0","2003",NA,"2003",NA,"0","","11","15","0","1","prevalence","","","","","","","","","25","87","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","789","age","","","","",NA,"cserway","","","","","","1","","","","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"358",1,"3648","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136493","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Weil_Impact_Repeated_Rounds_MDA_Diethylcarbamazine_Albendazole_BF_PNG.PDF","3","1","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","1","4 villages, Usino Bundi District, Madang Province","Representative for subnational location only","rural","Point","","","","","","4 villages","0","1","polygon","admin","","J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp","27262","OBJECTID","","Both","0","2003",NA,"2003",NA,"0","","16","20","0","1","prevalence","","","","","","","","","27","60","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","789","age","","","","",NA,"cserway","","","","","","1","","","","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"359",1,"3649","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136493","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Weil_Impact_Repeated_Rounds_MDA_Diethylcarbamazine_Albendazole_BF_PNG.PDF","3","1","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","1","4 villages, Usino Bundi District, Madang Province","Representative for subnational location only","rural","Point","","","","","","4 villages","0","1","polygon","admin","","J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp","27262","OBJECTID","","Both","0","2003",NA,"2003",NA,"0","","21","30","0","1","prevalence","","","","","","","","","78","128","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","789","age","","","","",NA,"cserway","","","","","","1","","","","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"360",1,"3650","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136493","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Weil_Impact_Repeated_Rounds_MDA_Diethylcarbamazine_Albendazole_BF_PNG.PDF","3","1","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","1","4 villages, Usino Bundi District, Madang Province","Representative for subnational location only","rural","Point","","","","","","4 villages","0","1","polygon","admin","","J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp","27262","OBJECTID","","Both","0","2003",NA,"2003",NA,"0","","31","40","0","1","prevalence","","","","","","","","","52","79","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","789","age","","","","",NA,"cserway","","","","","","1","","","","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"361",1,"3651","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136493","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Weil_Impact_Repeated_Rounds_MDA_Diethylcarbamazine_Albendazole_BF_PNG.PDF","3","1","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","1","4 villages, Usino Bundi District, Madang Province","Representative for subnational location only","rural","Point","","","","","","4 villages","0","1","polygon","admin","","J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp","27262","OBJECTID","","Both","0","2003",NA,"2003",NA,"0","","41","50","0","1","prevalence","","","","","","","","","34","47","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","789","age","","","","",NA,"cserway","","","","","","1","","","","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"362",1,"3652","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136493","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Weil_Impact_Repeated_Rounds_MDA_Diethylcarbamazine_Albendazole_BF_PNG.PDF","3","1","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","1","4 villages, Usino Bundi District, Madang Province","Representative for subnational location only","rural","Point","","","","","","4 villages","0","1","polygon","admin","","J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp","27262","OBJECTID","","Both","0","2003",NA,"2003",NA,"0","","51","99","1","1","prevalence","","","","","","","","","27","37","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","789","age","","","","No upper age limit given.",NA,"cserway","","","","","","1","","","","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"363",1,"3662","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136493","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Weil_Impact_Repeated_Rounds_MDA_Diethylcarbamazine_Albendazole_BF_PNG.PDF","4","2","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","1","4 villages, Usino Bundi District, Madang Province","Representative for subnational location only","rural","Point","","","","","","4 villages","0","1","polygon","admin","","J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp","27262","OBJECTID","","Female","0","2003",NA,"2003",NA,"0","","6","15","0","1","prevalence","","","","","","","","","15","87","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","789","age and sex","","","","",NA,"cserway","","","","","","1","","","","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"364",1,"3663","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136493","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Weil_Impact_Repeated_Rounds_MDA_Diethylcarbamazine_Albendazole_BF_PNG.PDF","4","2","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","1","4 villages, Usino Bundi District, Madang Province","Representative for subnational location only","rural","Point","","","","","","4 villages","0","1","polygon","admin","","J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp","27262","OBJECTID","","Male","0","2003",NA,"2003",NA,"0","","6","15","0","1","prevalence","","","","","","","","","32","120","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","789","age and sex","","","","",NA,"cserway","","","","","","1","","","","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"365",1,"3668","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136493","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Weil_Impact_Repeated_Rounds_MDA_Diethylcarbamazine_Albendazole_BF_PNG.PDF","4","2","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","1","4 villages, Usino Bundi District, Madang Province","Representative for subnational location only","rural","Point","","","","","","4 villages","0","1","polygon","admin","","J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp","27262","OBJECTID","","Female","0","2003",NA,"2003",NA,"0","","15","99","1","1","prevalence","","","","","","","","","99","181","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","789","age and sex","","","","No upper age limit given.",NA,"cserway","","","","","","1","","","","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"366",1,"3669","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136493","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Weil_Impact_Repeated_Rounds_MDA_Diethylcarbamazine_Albendazole_BF_PNG.PDF","4","2","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","1","4 villages, Usino Bundi District, Madang Province","Representative for subnational location only","rural","Point","","","","","","4 villages","0","1","polygon","admin","","J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp","27262","OBJECTID","","Male","0","2003",NA,"2003",NA,"0","","15","99","1","1","prevalence","","","","","","","","","119","170","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","789","age and sex","","","","No upper age limit given.",NA,"cserway","","","","","","1","","","","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"367",1,"3674","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136493","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Weil_Impact_Repeated_Rounds_MDA_Diethylcarbamazine_Albendazole_BF_PNG.PDF","4","2","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","1","4 villages, Usino Bundi District, Madang Province","Representative for subnational location only","rural","Point","","","","","","4 villages","0","1","polygon","admin","","J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp","27262","OBJECTID","","Female","0","2003",NA,"2003",NA,"0","","5","99","1","1","prevalence","","","","","","","","","114","268","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","789","age and sex","","","","No upper age limit given.",NA,"cserway","","","","","","1","","","","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"368",1,"3675","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136493","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Weil_Impact_Repeated_Rounds_MDA_Diethylcarbamazine_Albendazole_BF_PNG.PDF","4","2","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","1","4 villages, Usino Bundi District, Madang Province","Representative for subnational location only","rural","Point","","","","","","4 villages","0","1","polygon","admin","","J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp","27262","OBJECTID","","Male","0","2003",NA,"2003",NA,"0","","5","99","1","1","prevalence","","","","","","","","","151","290","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","789","age and sex","","","","No upper age limit given.",NA,"cserway","","","","","","1","","","","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"369",1,"3687","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136493","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Weil_Impact_Repeated_Rounds_MDA_Diethylcarbamazine_Albendazole_BF_PNG.PDF","5","4","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","1","4 villages, Usino Bundi District, Madang Province","Representative for subnational location only","rural","Point","","","","","","4 villages","0","1","polygon","admin","","J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp","27262","OBJECTID","","Both","0","2003",NA,"2003",NA,"0","","5","99","1","1","prevalence","","","","","","","","","265","558","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","789","total","789.1","","","",NA,"cserway","","","","","","1","","","","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"370",1,"3688","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136493","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Weil_Impact_Repeated_Rounds_MDA_Diethylcarbamazine_Albendazole_BF_PNG.PDF","5","4","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","1","4 villages, Usino Bundi District, Madang Province","Representative for subnational location only","rural","Point","","","","","","4 villages","0","1","polygon","admin","","J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp","27262","OBJECTID","","Both","0","2004",NA,"2004",NA,"0","","5","99","1","1","prevalence","","","","","","","","","243","692","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","790","total","790.1","","","",NA,"cserway","","","","0.753","","","1","","1","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"371",1,"3689","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136493","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Weil_Impact_Repeated_Rounds_MDA_Diethylcarbamazine_Albendazole_BF_PNG.PDF","5","4","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","1","4 villages, Usino Bundi District, Madang Province","Representative for subnational location only","rural","Point","","","","","","4 villages","0","1","polygon","admin","","J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp","27262","OBJECTID","","Both","0","2005",NA,"2005",NA,"0","","5","99","1","1","prevalence","","","","","","","","","175","695","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","791","total","791.1","","","",NA,"cserway","","","","0.828","","","1","","2","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"372",1,"3690","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136493","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Weil_Impact_Repeated_Rounds_MDA_Diethylcarbamazine_Albendazole_BF_PNG.PDF","5","4","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","1","4 villages, Usino Bundi District, Madang Province","Representative for subnational location only","rural","Point","","","","","","4 villages","0","1","polygon","admin","","J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp","27262","OBJECTID","","Both","0","2006",NA,"2006",NA,"0","","5","99","1","1","prevalence","","","","","","","","","93","543","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","792","total","792.1","","","",NA,"cserway","","","","0.817","","","1","","3","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"373",1,"3692","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136493","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Weil_Impact_Repeated_Rounds_MDA_Diethylcarbamazine_Albendazole_BF_PNG.PDF","5","4","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","1","4 villages, Usino Bundi District, Madang Province","Representative for subnational location only","rural","Point","","","","","","4 villages","0","1","polygon","admin","","J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp","27262","OBJECTID","","Both","0","2003",NA,"2003",NA,"0","","5","11","0","1","prevalence","","","","","","","","","22","120","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","789","total","789.2","","","",NA,"cserway","","","","","","1","","","","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"374",1,"3693","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136493","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Weil_Impact_Repeated_Rounds_MDA_Diethylcarbamazine_Albendazole_BF_PNG.PDF","5","4","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","1","4 villages, Usino Bundi District, Madang Province","Representative for subnational location only","rural","Point","","","","","","4 villages","0","1","polygon","admin","","J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp","27262","OBJECTID","","Both","0","2004",NA,"2004",NA,"0","","5","11","0","1","prevalence","","","","","","","","","14","137","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","790","total","790.2","","","",NA,"cserway","","","","","","","1","","1","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"375",1,"3694","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136493","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Weil_Impact_Repeated_Rounds_MDA_Diethylcarbamazine_Albendazole_BF_PNG.PDF","5","4","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","1","4 villages, Usino Bundi District, Madang Province","Representative for subnational location only","rural","Point","","","","","","4 villages","0","1","polygon","admin","","J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp","27262","OBJECTID","","Both","0","2005",NA,"2005",NA,"0","","5","11","0","1","prevalence","","","","","","","","","3","124","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","791","total","791.2","","","",NA,"cserway","","","","","","","1","","2","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"376",1,"3695","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136493","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Weil_Impact_Repeated_Rounds_MDA_Diethylcarbamazine_Albendazole_BF_PNG.PDF","5","4","Survey - cross-sectional","Papua New Guinea|PNG","","#N/A","","26","PNG","1","4 villages, Usino Bundi District, Madang Province","Representative for subnational location only","rural","Point","","","","","","4 villages","0","1","polygon","admin","","J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp","27262","OBJECTID","","Both","0","2006",NA,"2006",NA,"0","","5","11","0","1","prevalence","","","","","","","","","3","105","","","","","","person","1","0","","","","","antigenaemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","792","total","792.2","","","",NA,"cserway","","","","","","","1","","3","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
